text,label,region,product,created_at,tweet_id,user_id,user_screen_name,lang,retweet_count,favorite_count,reply_count,quote_count,hashtags,mentions,urls,is_retweet,in_reply_to_status_id,geo,source
Not satisfied with the Cosmetics @Nykaa #Sale 👎,0,Canada,Cosmetics,2024-06-05 23:01:34,,,,,,,,,,,,,,,
Loved this the Camera @Sony ✨,1,USA,Camera,2024-04-03 10:14:20,,,,,,,,,,,,,,,
"Love how the new iPhone looks, definitely buying #Fashion @Amazon",1,USA,iPhone,2025-04-15 09:35:03,,,,,,,,,,,,,,,
Would not recommend the Printer @HP — Disappointed #Shopping 😡,0,USA,Printer,2024-10-31 22:15:37,,,,,,,,,,,,,,,
Worth every penny the Printer @HP #Review,1,Germany,Printer,2025-08-13 11:18:08,,,,,,,,,,,,,,,
Fantastic performance the Backpack @Wildcraft #NewLaunch 🔥,1,Australia,Backpack,2025-08-23 14:37:09,,,,,,,,,,,,,,,
That Smartwatch looks amazing — I’m getting one #Tech @Sony,1,India,Smartwatch,2025-10-05 20:50:39,,,,,,,,,,,,,,,
Late delivery ruined the TV — Disappointed #Unboxing ☹️,0,India,TV,2025-07-05 20:10:09,,,,,,,,,,,,,,,
One star for the Backpack — Quality is bad ☹️,0,USA,Backpack,2024-03-29 01:33:22,,,,,,,,,,,,,,,
Not worth the price the Watches @Titan — Quality is bad #Shopping 😞,0,Australia,Watches,2024-11-27 06:48:24,,,,,,,,,,,,,,,
Regret buying the Refrigerator — Disappointed #Sale 😡,0,Australia,Refrigerator,2025-05-07 01:03:49,,,,,,,,,,,,,,,
Worth every penny the Jacket #Sale 😊,1,USA,Jacket,2024-11-24 03:15:57,,,,,,,,,,,,,,,
Waste of money the Jacket @NorthFace — Not what I expected #Unboxing 😞,0,Australia,Jacket,2024-03-27 19:58:25,,,,,,,,,,,,,,,
So happy with the Cosmetics #Shopping,1,USA,Cosmetics,2024-07-01 16:18:59,,,,,,,,,,,,,,,
One star for the Cosmetics @Nykaa — Disappointed #Shopping,0,India,Cosmetics,2025-03-07 21:42:45,,,,,,,,,,,,,,,
Fantastic performance the Camera @Canon #NewLaunch 😍,1,Germany,Camera,2025-09-24 12:06:12,,,,,,,,,,,,,,,
Planning to get a Smartwatch this week #Shopping @Amazon,1,UK,Smartwatch,2025-09-20 11:53:10,,,,,,,,,,,,,,,
Fantastic performance the Tablet @Samsung #Unboxing ✨,1,USA,Tablet,2025-10-10 22:16:20,,,,,,,,,,,,,,,
Worth every penny the Headphones @Sony #Sale ✨,1,USA,Headphones,2024-09-06 19:48:43,,,,,,,,,,,,,,,
Not satisfied with the Headphones — Quality is bad 😡,0,Australia,Headphones,2025-01-16 17:21:40,,,,,,,,,,,,,,,
Fast delivery for the Watches #Deal 🔥,1,India,Watches,2025-07-15 11:11:09,,,,,,,,,,,,,,,
Would not recommend the Shoes — Disappointed #Unboxing 💀,0,USA,Shoes,2025-03-02 20:15:35,,,,,,,,,,,,,,,
Terrible experience with the Jacket — Disappointed #Unboxing 👎,0,Canada,Jacket,2024-10-18 06:28:51,,,,,,,,,,,,,,,
Absolutely love the Shoes @Adidas #Unboxing 😊,1,Canada,Shoes,2024-01-28 10:23:38,,,,,,,,,,,,,,,
Not satisfied with the Headphones — Not what I expected #Unboxing ☹️,0,USA,Headphones,2025-03-23 02:12:46,,,,,,,,,,,,,,,
Amazing quality the Books #Unboxing ✨,1,India,Books,2024-05-02 01:09:54,,,,,,,,,,,,,,,
Waste of money the Phone @Samsung — Quality is bad #Deal ☹️,0,India,Phone,2024-07-29 12:46:38,,,,,,,,,,,,,,,
"Not buying the Smartwatch, it's overpriced 👎 @Nike",0,UK,Smartwatch,2025-08-28 12:04:57,,,,,,,,,,,,,,,
So happy with the Shoes @Nike #Unboxing 👍,1,USA,Shoes,2024-08-07 14:15:08,,,,,,,,,,,,,,,
The Shoes isn't good enough to buy #Offer @BestBuy,0,USA,Shoes,2025-09-01 09:25:48,,,,,,,,,,,,,,,
Not worth the price the Laptop @Lenovo — Disappointed #Sale ☹️,0,USA,Laptop,2024-09-21 17:58:58,,,,,,,,,,,,,,,
The Headphones isn't good enough to buy #Tech @Amazon,0,UK,Headphones,2025-10-04 08:32:01,,,,,,,,,,,,,,,
Fast delivery for the Jacket @Zara #Unboxing 😍,1,India,Jacket,2024-07-04 13:03:39,,,,,,,,,,,,,,,
Just ordered my Smartwatch! Can't wait to try it 💻 @BestBuy,1,India,Smartwatch,2025-07-09 20:36:04,,,,,,,,,,,,,,,
Highly recommend the Camera #Deal,1,USA,Camera,2025-09-16 13:16:44,,,,,,,,,,,,,,,
"The new Shoes is disappointing, won't buy 🙄 @BestBuy",0,Australia,Shoes,2025-09-22 12:54:04,,,,,,,,,,,,,,,
Would not recommend the Gaming Console #Deal 👎,0,India,Gaming Console,2025-01-04 14:34:25,,,,,,,,,,,,,,,
So happy with the Gaming Console 🔥,1,Canada,Gaming Console,2024-01-18 06:18:27,,,,,,,,,,,,,,,
Late delivery ruined the Camera @Canon — Not what I expected,0,USA,Camera,2024-08-11 21:14:19,,,,,,,,,,,,,,,
Five stars for the Refrigerator #Review,1,Canada,Refrigerator,2025-10-08 01:19:08,,,,,,,,,,,,,,,
Fantastic performance the Laptop @Apple #Review 🔥,1,India,Laptop,2024-02-01 22:37:31,,,,,,,,,,,,,,,
Terrible experience with the TV @Samsung — Not what I expected #Review 😡,0,India,TV,2024-02-10 00:42:44,,,,,,,,,,,,,,,
"I was going to get a Laptop, but changed my mind 💀 @Apple",0,UK,Laptop,2025-07-01 10:00:19,,,,,,,,,,,,,,,
Worth every penny the Shoes @Adidas #Shopping 🔥,1,Canada,Shoes,2024-07-06 02:10:18,,,,,,,,,,,,,,,
Absolutely love the Watches @Fossil #Review 😊,1,India,Watches,2024-08-28 13:15:41,,,,,,,,,,,,,,,
Absolutely love the Phone #NewLaunch 🔥,1,UK,Phone,2024-12-19 07:29:58,,,,,,,,,,,,,,,
I don’t think I’ll buy the Smartwatch anytime soon #Deal @Nike,0,Canada,Smartwatch,2025-08-12 21:27:50,,,,,,,,,,,,,,,
Five stars for the Watches @Fossil #Review ✨,1,USA,Watches,2024-10-28 06:59:33,,,,,,,,,,,,,,,
The Laptop doesn’t seem worth it #Shopping @Amazon,0,Canada,Laptop,2025-04-30 15:52:24,,,,,,,,,,,,,,,
"Got my eyes on the Smartwatch, purchasing soon 😍 @Amazon",1,India,Smartwatch,2025-07-29 06:23:32,,,,,,,,,,,,,,,
Very disappointed by the Books #BookTok — Disappointed #NewLaunch 😡,0,Germany,Books,2025-03-03 07:02:54,,,,,,,,,,,,,,,
Highly recommend the Jacket #Review 👍,1,USA,Jacket,2025-10-24 19:26:57,,,,,,,,,,,,,,,
I don’t think I’ll buy the Smartwatch anytime soon #Fashion @Flipkart,0,Canada,Smartwatch,2025-06-07 20:20:25,,,,,,,,,,,,,,,
Worth every penny the Headphones @Bose #Sale 🔥,1,India,Headphones,2025-09-28 05:35:52,,,,,,,,,,,,,,,
Would not recommend the Smartwatch @Samsung — Not what I expected #Deal 👎,0,USA,Smartwatch,2025-10-03 04:48:16,,,,,,,,,,,,,,,
Would not recommend the Headphones — Disappointed #Deal 👎,0,Germany,Headphones,2024-03-25 10:33:45,,,,,,,,,,,,,,,
Skipping the Smartwatch this time 🙄 @Sony,0,UK,Smartwatch,2025-06-12 15:03:35,,,,,,,,,,,,,,,
Five stars for the Books #BookTok #Shopping,1,Germany,Books,2025-05-31 21:22:43,,,,,,,,,,,,,,,
Five stars for the Tablet @Samsung #Sale,1,Germany,Tablet,2025-02-26 20:49:22,,,,,,,,,,,,,,,
Fantastic performance the Backpack #Shopping 🔥,1,India,Backpack,2025-09-26 00:34:38,,,,,,,,,,,,,,,
Worth every penny the Watches @Fossil #Deal 😊,1,Canada,Watches,2025-07-30 09:05:39,,,,,,,,,,,,,,,
Absolutely love the Tablet #Review ✨,1,Canada,Tablet,2024-08-17 01:17:32,,,,,,,,,,,,,,,
"Love how the new Smartwatch looks, definitely buying #Deal @Amazon",1,Australia,Smartwatch,2025-07-31 11:27:39,,,,,,,,,,,,,,,
Fast delivery for the TV @Samsung #Sale 👍,1,UK,TV,2024-12-09 14:12:16,,,,,,,,,,,,,,,
Five stars for the Refrigerator 😍,1,India,Refrigerator,2025-02-18 09:58:42,,,,,,,,,,,,,,,
So happy with the Bike @RoyalEnfield #Unboxing 😍,1,India,Bike,2024-03-29 20:12:17,,,,,,,,,,,,,,,
"Love how the new Laptop looks, definitely buying #MustBuy @Apple",1,Australia,Laptop,2025-09-14 19:29:32,,,,,,,,,,,,,,,
Regret buying the Phone — Not what I expected #NewLaunch 😡,0,India,Phone,2025-05-22 02:17:30,,,,,,,,,,,,,,,
Loved this the Cosmetics #Shopping 👍,1,India,Cosmetics,2025-08-12 11:27:53,,,,,,,,,,,,,,,
Fantastic performance the TV @Samsung 😊,1,Germany,TV,2025-05-07 16:46:45,,,,,,,,,,,,,,,
Just ordered my Headphones! Can't wait to try it 💻 @Apple,1,UK,Headphones,2025-04-28 21:03:55,,,,,,,,,,,,,,,
Highly recommend the Laptop,1,Canada,Laptop,2025-08-30 20:24:18,,,,,,,,,,,,,,,
Planning to get a Smartwatch this week #NewLaunch @BestBuy,1,India,Smartwatch,2025-08-15 21:53:52,,,,,,,,,,,,,,,
Regret buying the TV @Sony — Not what I expected #Sale 😡,0,USA,TV,2025-02-07 11:08:33,,,,,,,,,,,,,,,
Poor quality the Camera @Sony — Not what I expected #Deal,0,Australia,Camera,2025-11-06 12:56:45,,,,,,,,,,,,,,,
I'm going to buy the new iPhone soon 📱 #Offer @Flipkart,1,UK,iPhone,2025-08-28 15:54:40,,,,,,,,,,,,,,,
Too expensive for a Laptop. I'll pass #Shopping @Amazon,0,UK,Laptop,2025-06-18 16:22:50,,,,,,,,,,,,,,,
So happy with the Books #BookTok #Deal ✨,1,India,Books,2024-05-21 23:20:56,,,,,,,,,,,,,,,
Waste of money the Books #MustRead — Quality is bad #Deal 😡,0,India,Books,2025-10-15 14:05:07,,,,,,,,,,,,,,,
Not interested in purchasing the Laptop 😤 @BestBuy,0,India,Laptop,2025-09-26 06:39:45,,,,,,,,,,,,,,,
"Got my eyes on the iPhone, purchasing soon 😍 @Sony",1,Australia,iPhone,2025-09-03 11:12:10,,,,,,,,,,,,,,,
Not worth the price the Smartwatch @Apple #Unboxing 😞,0,India,Smartwatch,2025-04-26 20:00:44,,,,,,,,,,,,,,,
Just ordered my Shoes! Can't wait to try it 💻 @Amazon,1,UK,Shoes,2025-07-31 15:02:31,,,,,,,,,,,,,,,
Fast delivery for the Bike @Hero #Shopping 😊,1,India,Bike,2024-04-11 16:09:56,,,,,,,,,,,,,,,
Terrible experience with the Gaming Console @Xbox — Quality is bad #NewLaunch 💀,0,India,Gaming Console,2025-02-27 20:51:58,,,,,,,,,,,,,,,
So happy with the Printer @HP #Shopping,1,Australia,Printer,2024-05-20 07:49:27,,,,,,,,,,,,,,,
So happy with the Books #Sale 👍,1,UK,Books,2024-11-25 13:13:12,,,,,,,,,,,,,,,
Would not recommend the Laptop @Apple — Not what I expected #NewLaunch 👎,0,USA,Laptop,2025-01-13 22:23:24,,,,,,,,,,,,,,,
Highly recommend the Phone @OnePlus #NewLaunch 👍,1,Canada,Phone,2024-05-02 20:16:27,,,,,,,,,,,,,,,
The Headphones doesn’t seem worth it #Sale @Sony,0,USA,Headphones,2025-10-03 10:25:56,,,,,,,,,,,,,,,
So happy with the Laptop @Apple #Shopping,1,USA,Laptop,2025-02-14 08:23:24,,,,,,,,,,,,,,,
"I was going to get a Shoes, but changed my mind 💀 @Nike",0,USA,Shoes,2025-05-23 12:05:01,,,,,,,,,,,,,,,
Regret buying the Cosmetics @Sephora — Disappointed #Deal 😡,0,India,Cosmetics,2024-04-02 15:08:57,,,,,,,,,,,,,,,
I'm going to buy the new Smartwatch soon 🔥 #Offer @Amazon,1,USA,Smartwatch,2025-04-28 20:40:09,,,,,,,,,,,,,,,
Loved this the Shoes @Nike #Sale 😊,1,USA,Shoes,2025-10-19 12:35:44,,,,,,,,,,,,,,,
Fantastic performance the Headphones #NewLaunch ✨,1,India,Headphones,2024-11-21 04:28:35,,,,,,,,,,,,,,,
Not satisfied with the Printer @HP — Quality is bad #Review 😞,0,India,Printer,2024-09-30 03:09:36,,,,,,,,,,,,,,,
Thinking about buying the Headphones tomorrow #Offer @Nike,1,UK,Headphones,2025-07-27 04:07:29,,,,,,,,,,,,,,,
Very disappointed by the Laptop @Lenovo — Not what I expected #Review ☹️,0,India,Laptop,2024-04-24 11:54:14,,,,,,,,,,,,,,,
Fast delivery for the Refrigerator #Unboxing 👍,1,USA,Refrigerator,2024-08-06 15:58:13,,,,,,,,,,,,,,,
"Can't resist, the iPhone deal is too good 📱 @Amazon",1,India,iPhone,2025-07-09 18:21:24,,,,,,,,,,,,,,,
Terrible experience with the Headphones @Sony #Review 💀,0,Canada,Headphones,2024-06-16 09:42:01,,,,,,,,,,,,,,,
So happy with the Phone @OnePlus #Review 😍,1,Canada,Phone,2025-06-06 01:06:12,,,,,,,,,,,,,,,
One star for the Shoes @Adidas — Disappointed #Deal,0,India,Shoes,2024-10-30 12:11:23,,,,,,,,,,,,,,,
So happy with the Backpack @Wildcraft #Unboxing 👍,1,USA,Backpack,2024-01-26 12:11:30,,,,,,,,,,,,,,,
Absolutely love the Refrigerator @Samsung,1,USA,Refrigerator,2025-10-24 07:29:56,,,,,,,,,,,,,,,
Fantastic performance the Cosmetics @Sephora #NewLaunch ✨,1,Germany,Cosmetics,2024-03-19 18:45:55,,,,,,,,,,,,,,,
Five stars for the TV #Shopping 😍,1,Canada,TV,2024-08-05 07:24:08,,,,,,,,,,,,,,,
Regret buying the Watches @Rolex — Not what I expected 😞,0,India,Watches,2024-02-23 11:57:09,,,,,,,,,,,,,,,
Very disappointed by the Shoes @Nike — Not what I expected #NewLaunch 💀,0,UK,Shoes,2025-09-29 02:57:32,,,,,,,,,,,,,,,
Worth every penny the Camera #Deal 😍,1,India,Camera,2024-05-06 13:01:25,,,,,,,,,,,,,,,
Terrible experience with the Refrigerator @Whirlpool — Not what I expected #Review 😡,0,Germany,Refrigerator,2024-02-20 23:11:20,,,,,,,,,,,,,,,
Terrible experience with the Furniture @Ikea #Deal ☹️,0,UK,Furniture,2025-06-22 10:10:01,,,,,,,,,,,,,,,
Fantastic performance the Refrigerator #Review 😊,1,Germany,Refrigerator,2025-10-31 21:01:20,,,,,,,,,,,,,,,
Finally saved up enough to get the Shoes! 😎 @BestBuy,1,USA,Shoes,2025-06-24 15:30:36,,,,,,,,,,,,,,,
One star for the TV @Sony,0,India,TV,2025-08-27 01:57:11,,,,,,,,,,,,,,,
"I was going to get a iPhone, but changed my mind 👎 @Apple",0,Canada,iPhone,2025-08-12 02:26:40,,,,,,,,,,,,,,,
Poor quality the Laptop — Disappointed #Sale 😡,0,Canada,Laptop,2025-02-22 15:04:48,,,,,,,,,,,,,,,
Regret buying the Bike @RoyalEnfield — Quality is bad #NewLaunch ☹️,0,India,Bike,2025-01-21 12:12:30,,,,,,,,,,,,,,,
"The new Headphones is disappointing, won't buy 👎 @BestBuy",0,USA,Headphones,2025-09-20 23:49:16,,,,,,,,,,,,,,,
"Can't resist, the Shoes deal is too good 😍 @BestBuy",1,UK,Shoes,2025-06-29 23:17:13,,,,,,,,,,,,,,,
Terrible experience with the Shoes @Puma — Disappointed #NewLaunch 💀,0,India,Shoes,2025-04-08 01:13:59,,,,,,,,,,,,,,,
The Headphones isn't good enough to buy #Sale @Flipkart,0,Canada,Headphones,2025-05-27 04:02:51,,,,,,,,,,,,,,,
Planning to get a Smartwatch this week #NewLaunch @BestBuy,1,Canada,Smartwatch,2025-06-16 10:47:57,,,,,,,,,,,,,,,
So happy with the Shoes @Adidas #NewLaunch 😍,1,Canada,Shoes,2024-07-04 03:20:15,,,,,,,,,,,,,,,
Fantastic performance the Furniture #Sale 👍,1,UK,Furniture,2025-03-20 10:20:49,,,,,,,,,,,,,,,
Five stars for the Laptop @Dell,1,UK,Laptop,2025-01-11 22:05:28,,,,,,,,,,,,,,,
Loved this the Smartwatch #Shopping 😊,1,Germany,Smartwatch,2025-01-16 03:08:45,,,,,,,,,,,,,,,
Fast delivery for the Phone @OnePlus #Review 😊,1,India,Phone,2025-07-30 12:53:50,,,,,,,,,,,,,,,
I'm going to buy the new iPhone soon 🔥 #NewLaunch @Flipkart,1,USA,iPhone,2025-07-23 20:31:38,,,,,,,,,,,,,,,
Regret buying the TV — Not what I expected #Review,0,India,TV,2024-10-15 11:22:22,,,,,,,,,,,,,,,
Great value in the Books #MustRead #NewLaunch ✨,1,Germany,Books,2024-10-23 23:55:10,,,,,,,,,,,,,,,
Fantastic performance the Shoes @Adidas #Deal ✨,1,Australia,Shoes,2025-01-17 09:53:23,,,,,,,,,,,,,,,
"Can't resist, the Headphones deal is too good 🔥 @Amazon",1,USA,Headphones,2025-07-16 18:19:13,,,,,,,,,,,,,,,
Finally saved up enough to get the Smartwatch! 🔥 @Apple,1,Canada,Smartwatch,2025-09-25 23:16:57,,,,,,,,,,,,,,,
Late delivery ruined the Smartwatch — Disappointed 💀,0,India,Smartwatch,2025-07-12 06:44:37,,,,,,,,,,,,,,,
Thinking about buying the Laptop tomorrow #Offer @BestBuy,1,India,Laptop,2025-05-14 18:47:40,,,,,,,,,,,,,,,
Waste of money the Cosmetics — Not what I expected #Sale 💀,0,Australia,Cosmetics,2024-08-23 10:12:24,,,,,,,,,,,,,,,
Worth every penny the Printer #Shopping,1,USA,Printer,2025-03-05 18:51:36,,,,,,,,,,,,,,,
Planning to get a iPhone this week #Fashion @Nike,1,UK,iPhone,2025-04-13 11:00:17,,,,,,,,,,,,,,,
Very disappointed by the Watches #Shopping 😞,0,Canada,Watches,2025-04-03 15:02:09,,,,,,,,,,,,,,,
Not satisfied with the Smartwatch — Disappointed #Review 😞,0,Australia,Smartwatch,2024-02-21 02:25:09,,,,,,,,,,,,,,,
Loved this the Printer @HP #NewLaunch 👍,1,USA,Printer,2024-11-15 10:17:18,,,,,,,,,,,,,,,
Just ordered my Shoes! Can't wait to try it 🔥 @BestBuy,1,USA,Shoes,2025-09-23 09:33:19,,,,,,,,,,,,,,,
I'm going to buy the new Laptop soon 😎 #Deal @Apple,1,UK,Laptop,2025-07-09 13:26:00,,,,,,,,,,,,,,,
Would not recommend the Shoes — Disappointed #Deal 😞,0,India,Shoes,2024-06-03 18:03:24,,,,,,,,,,,,,,,
I don’t think I’ll buy the iPhone anytime soon #NewLaunch @Amazon,0,India,iPhone,2025-07-23 22:39:33,,,,,,,,,,,,,,,
Skipping the Laptop this time 😐 @Amazon,0,India,Laptop,2025-04-18 17:27:58,,,,,,,,,,,,,,,
Would not recommend the Camera — Not what I expected #Deal ☹️,0,UK,Camera,2025-10-23 01:36:50,,,,,,,,,,,,,,,
No plans to buy any Shoes right now #Shopping @Amazon,0,Australia,Shoes,2025-08-02 21:17:59,,,,,,,,,,,,,,,
"Not buying the Headphones, it's overpriced 🙄 @Nike",0,Australia,Headphones,2025-08-22 08:10:31,,,,,,,,,,,,,,,
Finally saved up enough to get the iPhone! 💻 @Amazon,1,Australia,iPhone,2025-09-24 03:19:34,,,,,,,,,,,,,,,
Waste of money the Gaming Console @Xbox — Disappointed,0,India,Gaming Console,2024-06-03 02:40:34,,,,,,,,,,,,,,,
Loved this the Books #MustRead #Sale 😍,1,India,Books,2025-07-23 14:21:35,,,,,,,,,,,,,,,
Poor quality the Furniture — Disappointed #Sale ☹️,0,India,Furniture,2025-09-28 22:24:14,,,,,,,,,,,,,,,
Just ordered my Headphones! Can't wait to try it 🛒 @Sony,1,USA,Headphones,2025-08-11 14:30:59,,,,,,,,,,,,,,,
So happy with the Smartwatch #Review ✨,1,Australia,Smartwatch,2024-05-11 17:15:17,,,,,,,,,,,,,,,
Late delivery ruined the Shoes @Nike — Not what I expected #Deal,0,USA,Shoes,2025-02-11 23:43:38,,,,,,,,,,,,,,,
"I was going to get a iPhone, but changed my mind 😐 @Amazon",0,Canada,iPhone,2025-10-05 22:57:47,,,,,,,,,,,,,,,
Absolutely love the TV #Shopping 😊,1,India,TV,2024-02-18 02:23:46,,,,,,,,,,,,,,,
Just ordered my iPhone! Can't wait to try it 💸 @BestBuy,1,UK,iPhone,2025-07-14 15:05:22,,,,,,,,,,,,,,,
I don’t think I’ll buy the Smartwatch anytime soon #Fashion @Flipkart,0,India,Smartwatch,2025-05-05 00:21:18,,,,,,,,,,,,,,,
Waste of money the Headphones @Bose — Disappointed #Sale 💀,0,USA,Headphones,2025-09-07 12:35:27,,,,,,,,,,,,,,,
So happy with the Furniture @UrbanLadder #Shopping ✨,1,USA,Furniture,2024-08-28 16:59:02,,,,,,,,,,,,,,,
Very disappointed by the Gaming Console @PlayStation — Disappointed #Sale ☹️,0,India,Gaming Console,2024-05-14 08:21:40,,,,,,,,,,,,,,,
Late delivery ruined the Refrigerator — Disappointed #NewLaunch 👎,0,India,Refrigerator,2024-02-18 22:16:03,,,,,,,,,,,,,,,
Really excited to purchase the latest Smartwatch 💸 @Nike,1,Australia,Smartwatch,2025-04-16 00:38:43,,,,,,,,,,,,,,,
Terrible experience with the Refrigerator @LG #Shopping 😡,0,Australia,Refrigerator,2025-11-04 23:48:11,,,,,,,,,,,,,,,
Highly recommend the Watches @Rolex #Shopping 🔥,1,USA,Watches,2025-04-07 04:15:30,,,,,,,,,,,,,,,
Finally saved up enough to get the Smartwatch! 💸 @Apple,1,UK,Smartwatch,2025-08-25 20:59:13,,,,,,,,,,,,,,,
No plans to buy any iPhone right now #NewLaunch @Amazon,0,Canada,iPhone,2025-09-05 21:52:02,,,,,,,,,,,,,,,
Fast delivery for the Watches @Titan #Unboxing,1,Australia,Watches,2025-10-16 19:49:54,,,,,,,,,,,,,,,
Loved this the Printer @HP #Unboxing ✨,1,Canada,Printer,2024-09-10 16:59:50,,,,,,,,,,,,,,,
Loved this the Headphones @Jabra #Deal ✨,1,India,Headphones,2024-11-01 19:24:55,,,,,,,,,,,,,,,
Great value in the Phone @Apple #Sale,1,Australia,Phone,2025-03-09 17:46:05,,,,,,,,,,,,,,,
Fantastic performance the Backpack @Wildcraft #Review,1,India,Backpack,2024-10-30 09:45:54,,,,,,,,,,,,,,,
Five stars for the Furniture #Review,1,USA,Furniture,2025-06-10 20:34:58,,,,,,,,,,,,,,,
Great value in the TV @LG #Sale ✨,1,Australia,TV,2025-05-02 09:48:29,,,,,,,,,,,,,,,
Fast delivery for the Jacket #Unboxing ✨,1,India,Jacket,2025-05-27 03:30:08,,,,,,,,,,,,,,,
Terrible experience with the Camera @Nikon — Disappointed #Review 😡,0,Australia,Camera,2025-07-18 13:54:37,,,,,,,,,,,,,,,
Not worth the price the Shoes — Not what I expected,0,India,Shoes,2024-03-07 19:13:14,,,,,,,,,,,,,,,
Highly recommend the Printer @HP #Deal 👍,1,USA,Printer,2025-04-01 23:40:47,,,,,,,,,,,,,,,
Late delivery ruined the Jacket @H&M — Disappointed #Shopping 😞,0,India,Jacket,2024-02-21 13:56:34,,,,,,,,,,,,,,,
Regret buying the Phone @Apple — Disappointed ☹️,0,India,Phone,2024-03-30 09:16:20,,,,,,,,,,,,,,,
Highly recommend the Smartwatch @Samsung 🔥,1,USA,Smartwatch,2024-03-28 17:28:11,,,,,,,,,,,,,,,
Terrible experience with the Furniture — Quality is bad #Deal,0,India,Furniture,2025-01-12 13:40:59,,,,,,,,,,,,,,,
Not satisfied with the TV @Sony — Quality is bad #Sale ☹️,0,India,TV,2024-01-31 08:42:10,,,,,,,,,,,,,,,
Just ordered my iPhone! Can't wait to try it 🛒 @Sony,1,UK,iPhone,2025-04-23 16:58:52,,,,,,,,,,,,,,,
Not satisfied with the Headphones — Quality is bad #Sale 💀,0,Germany,Headphones,2025-05-28 23:18:41,,,,,,,,,,,,,,,
Amazing quality the Watches #Shopping 🔥,1,India,Watches,2025-04-18 00:22:00,,,,,,,,,,,,,,,
One star for the Camera @Nikon #Sale 💀,0,Canada,Camera,2025-04-25 16:41:03,,,,,,,,,,,,,,,
"I was going to get a Headphones, but changed my mind 💀 @Nike",0,India,Headphones,2025-08-24 15:06:34,,,,,,,,,,,,,,,
Too expensive for a iPhone. I'll pass #Sale @Sony,0,India,iPhone,2025-08-15 04:29:57,,,,,,,,,,,,,,,
Amazing quality the Smartwatch @Samsung #Unboxing 👍,1,Canada,Smartwatch,2025-04-11 23:46:54,,,,,,,,,,,,,,,
Loved this the Smartwatch @Samsung #Unboxing 🔥,1,India,Smartwatch,2024-07-18 12:10:48,,,,,,,,,,,,,,,
Waste of money the Camera @Canon — Quality is bad #NewLaunch,0,India,Camera,2024-11-21 11:57:41,,,,,,,,,,,,,,,
Late delivery ruined the Tablet — Disappointed #NewLaunch 😡,0,India,Tablet,2024-10-27 12:03:12,,,,,,,,,,,,,,,
Amazing quality the Bike @RoyalEnfield #Review 😍,1,Australia,Bike,2025-03-13 12:30:33,,,,,,,,,,,,,,,
Just ordered my iPhone! Can't wait to try it 😎 @Flipkart,1,UK,iPhone,2025-06-23 14:43:12,,,,,,,,,,,,,,,
Planning to get a Smartwatch this week #Tech @Flipkart,1,USA,Smartwatch,2025-06-19 13:39:20,,,,,,,,,,,,,,,
Would not recommend the Laptop — Quality is bad #Review ☹️,0,USA,Laptop,2024-06-15 00:18:00,,,,,,,,,,,,,,,
Late delivery ruined the TV @LG — Not what I expected 💀,0,Germany,TV,2024-01-13 03:22:13,,,,,,,,,,,,,,,
So happy with the Refrigerator @Whirlpool #NewLaunch 👍,1,India,Refrigerator,2024-02-24 08:24:22,,,,,,,,,,,,,,,
"Love how the new Shoes looks, definitely buying #Shopping @Amazon",1,India,Shoes,2025-06-18 21:54:28,,,,,,,,,,,,,,,
Late delivery ruined the Smartwatch @Samsung — Disappointed #Sale 😡,0,UK,Smartwatch,2025-05-05 02:44:48,,,,,,,,,,,,,,,
"Can't resist, the Smartwatch deal is too good 🔥 @Sony",1,Canada,Smartwatch,2025-09-08 08:16:17,,,,,,,,,,,,,,,
Great value in the Jacket #Review 👍,1,Canada,Jacket,2025-01-08 13:43:35,,,,,,,,,,,,,,,
Absolutely love the Books 👍,1,USA,Books,2024-11-06 03:24:46,,,,,,,,,,,,,,,
Fast delivery for the Cosmetics 🔥,1,India,Cosmetics,2024-11-12 14:32:23,,,,,,,,,,,,,,,
Finally saved up enough to get the Shoes! 📱 @Sony,1,Australia,Shoes,2025-06-21 15:19:20,,,,,,,,,,,,,,,
Highly recommend the Books #BookTok #Unboxing 👍,1,India,Books,2024-07-09 18:14:49,,,,,,,,,,,,,,,
Fast delivery for the Bike #Unboxing 🔥,1,India,Bike,2025-10-30 04:54:15,,,,,,,,,,,,,,,
Poor quality the Furniture — Not what I expected #Sale ☹️,0,India,Furniture,2025-08-16 22:50:35,,,,,,,,,,,,,,,
Amazing quality the Watches #NewLaunch 🔥,1,India,Watches,2025-03-13 15:04:46,,,,,,,,,,,,,,,
Finally saved up enough to get the Shoes! 🛒 @Flipkart,1,USA,Shoes,2025-04-28 04:26:47,,,,,,,,,,,,,,,
One star for the Tablet @Apple — Quality is bad #Unboxing ☹️,0,Canada,Tablet,2025-06-23 14:12:50,,,,,,,,,,,,,,,
Late delivery ruined the Bike #Sale 😞,0,India,Bike,2024-07-20 11:57:40,,,,,,,,,,,,,,,
Great value in the Headphones @Sony #Shopping 🔥,1,Canada,Headphones,2025-06-06 18:07:50,,,,,,,,,,,,,,,
Absolutely love the Backpack #Deal 🔥,1,Canada,Backpack,2024-03-06 11:06:37,,,,,,,,,,,,,,,
Not satisfied with the Tablet #NewLaunch 😞,0,USA,Tablet,2025-05-29 13:34:39,,,,,,,,,,,,,,,
